an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct,log_suprafata,log_tractoare,rezid_tractoare,z_rezid_tractoare,log_pluguri,rezid_pluguri,z_rezid_pluguri,log_semanatori,rezid_semanatori,z_rezid_semanatori,log_combine,rezid_combine,z_rezid_combine,indice_mecanizare_rezidual,schimbare_pondere_ocupati_agri
2015,Ilfov,77,97,174,145,172,149,321,296,307692,244672,437626,55.9089268,0.397599777,0.733503037,0.471250471,0.962000962,1.131102814,18521,4668,11080,11569,7388,213,53439,34.65820842,8.735193398,20.73392092,21.64898295,13.825109,0.398585303,78412,16655,47324,21093,16167,297,4.233680687,3.567909169,4.271119134,1.823234506,2.188278289,1.394366197,175100,28500,16.27641348,1448,1165,727,12,231,27.09631543,21.80055765,13.60429649,0.2245551,4.322685679,-0.504448225,-0.525012235,-0.277322124,-0.370364861,-0.419286862,12.66590319,0.732515034,637.1400662,-292.4459898,-31.45980815,10.886296095460594,7.278628942320682,-1.1064136944007297,-2.536598789152688,7.061334366910438,-1.046496741330631,-2.4398879109026717,6.590301048196686,-0.45325347206285826,-1.256394761564733,5.44673737166631,-0.5420518032580626,-1.2914138555153245,-1.8810738292838545,-2.762836670000002
2016,Ilfov,78,136,214,177,246,211,457,407,317506,251600,452460,55.60712549,0.472969986,1.010034036,0.55746978,1.28186554,1.483004022,18374,4555,11233,11347,8022,321,53852,34.11943846,8.458367377,20.85902102,21.07071232,14.89638268,0.59607814,76387,17169,48464,21780,20389,448,4.157341896,3.769264544,4.314430695,1.919450075,2.541635502,1.395638629,185800,24800,13.34768568,1449,1168,730,14,238,26.90707866,21.68907376,13.5556711,0.259971774,4.419520166,-0.506770724,-0.527217516,-0.281880078,-0.347860405,-0.415932181,12.16837993,-0.497523258,738.6068399,101.4667736,15.92534813,10.893994822099126,7.27931883541462,-1.1432616353755352,-2.621077536055842,7.063903961472068,-1.0869675993709897,-2.534244972302572,6.594413459749778,-0.49092117644017463,-1.3608076549606494,5.476463551931511,-0.5014382631250722,-1.1946539367510634,-1.9276960250175317,-2.928727799999999
2017,Ilfov,114,162,276,207,299,307,606,533,326729,258346,467049,55.31453873,0.590944419,1.297508398,0.633552577,1.63132137,1.888452818,18220,4058,10538,11519,10181,139,54655,33.33638276,7.424755283,19.2809441,21.07583936,18.62775592,0.254322569,83430,16410,65131,28594,22760,234,4.579034029,4.043863972,6.180584551,2.482333536,2.235536784,1.683453237,191100,24900,13.02982732,1452,1169,732,14,240,26.56664532,21.38871101,13.39310219,0.256152228,4.391181045,-0.510948854,-0.533159038,-0.297118653,-0.354446452,-0.423918249,11.69161425,-0.476765683,810.3997115,71.79287159,9.720038824,10.908795980727936,7.2813856635702825,-1.1638822498222146,-2.668353004446861,7.064759027791802,-1.1008270983588178,-2.566558139363725,6.597145701886651,-0.5052474492277748,-1.4005193288749564,5.484796933490655,-0.5042823589404,-1.201429866136873,-1.9592150847056038,-0.3178583599999989
2018,Ilfov,124,181,305,246,243,259,502,415,334174,263681,479467,54.9946086,0.636123028,1.046995935,0.736143446,1.241868009,1.683118963,17978,3776,10754,10806,11890,146,55350,32.48057814,6.822041554,19.42908762,19.52303523,21.48148148,0.263775971,76811,15306,81913,23410,28478,173,4.272499722,4.053495763,7.616979728,2.166389043,2.395121951,1.184931507,200000,25200,12.6,1454,1174,734,14,242,26.26919603,21.21047877,13.26106594,0.252935863,4.372177055,-0.514599443,-0.536684678,-0.309495214,-0.358863003,-0.429910585,12.30715139,0.615537141,649.0636099,-161.3361015,-19.9082131,10.921431938136783,7.282761179605593,-1.1734505279509815,-2.690289539432405,7.069023426578259,-1.0983983145016714,-2.560895474457849,6.5998704992128365,-0.48523758988647625,-1.3450530522645756,5.493061443340548,-0.4967949021867035,-1.183591339752169,-1.9449573514767495,-0.4298273200000011
2019,Ilfov,137,182,319,260,309,338,647,534,337737,266701,486195,54.85473935,0.656115345,1.330741781,0.769829779,1.58111193,1.986857125,19060,3826,11992,10542,7529,135,53084,35.90535755,7.207444804,22.59061111,19.85909125,14.18318137,0.254313918,87661,15881,75520,27886,15701,239,4.599213012,4.150810246,6.297531688,2.645228609,2.085403108,1.77037037,206700,25000,12.09482342,1437,1171,736,14,238,27.07030367,22.05937759,13.86481802,0.263732952,4.483460176,-0.504767467,-0.519892478,-0.252901854,-0.333000666,-0.402640616,13.07589882,0.76874743,579.27344,-69.7901699,-10.75243918,10.87963084355714,7.271008538280992,-1.2055492531054588,-2.7638800849690757,7.066466970136958,-1.069081592020014,-2.49254407502651,6.602587892189336,-0.3961217299031743,-1.098028580183253,5.476463551931511,-0.4763511324512848,-1.1348849848676428,-1.8723344312616204,-0.5051765799999988
2020,Ilfov,127,151,278,215,203,176,379,311,343762,272403,495375,54.98925057,0.561191017,0.765076962,0.625432712,0.904695691,1.326267979,18171,3670,12218,9964,7718,165,51906,35.00751358,7.070473548,23.53870458,19.19623936,14.86918661,0.317882326,60943,10289,45016,20498,17197,557,3.353860547,2.803542234,3.684400065,2.057205941,2.228167919,3.375757576,209500,24000,11.45584726,1428,1168,737,14,239,27.51127037,22.50221554,14.19874388,0.269718337,4.604477324,-0.499355493,-0.511132631,-0.22160095,-0.304876129,-0.384241301,13.47070794,0.394809121,598.9994899,19.72604993,3.405308886,10.857189669408429,7.264730177929867,-1.253024769504326,-2.8727239451103705,7.063903961472068,-1.0351630461795711,-2.413463609046016,6.6039438246004725,-0.37748693026065006,-1.0463738966634137,5.480638923341991,-0.4508875100857672,-1.07421905859125,-1.8516951273527626,-0.6389761600000003
2021,Ilfov,186,248,434,347,315,322,637,503,361605,288453,524634,54.98175871,0.827243373,1.21417979,0.959610625,1.391020589,2.041423164,23398,3202,15501,11454,10524,104,64183,36.4551361,4.988859978,24.15125501,17.84584703,16.39686521,0.162036676,118042,14927,87554,24119,31975,238,5.044961108,4.661773891,5.648280756,2.105727257,3.038293425,2.288461538,205800,12400,6.02526725,1418,1172,733,14,237,22.09307761,18.26028699,11.42046959,0.218126295,3.692566567,-0.565852849,-0.595042882,-0.482025522,-0.516805333,-0.539931646,12.01691959,-1.453788356,739.4148882,140.4153982,23.44165573,11.069493657105214,7.257707677160043,-1.2817923038332664,-2.9386772979249556,7.067319848653476,-1.048239098314454,-2.4439501841744464,6.598509028614515,-0.43997429083260897,-1.2195855703198841,5.472270673671475,-0.5662102053423199,-1.3489701536240997,-1.9877958015108463,-5.430580010000001
2022,Ilfov,289,301,590,465,317,378,695,579,380083,304247,555220,54.79755772,1.062641836,1.251756061,1.22341699,1.523351478,2.314397896,19107,2942,11818,11353,10362,18,55600,34.36510791,5.291366906,21.25539568,20.41906475,18.63669065,0.032374101,83904,11829,37877,23661,28479,33,4.391270215,4.020734194,3.205026231,2.084118735,2.748407643,1.833333333,212400,12500,5.885122411,1420,1170,733,14,238,25.53956835,21.04316547,13.18345324,0.251798561,4.28057554,-0.523554147,-0.539994328,-0.316770326,-0.38015131,-0.440117528,13.13697895,1.120059365,351.5091362,-387.905752,-52.46117682,10.925938480238674,7.259116128097101,-1.3001763226405094,-2.980825076899683,7.065613363597717,-1.052124299263169,-2.453008458750767,6.598509028614515,-0.3950159501948267,-1.094963417049059,5.476463551931511,-0.5147523437250712,-1.226374130387428,-1.9387927707717343,-0.14014483899999952
2012,Maramures,139,171,310,239,50,28,78,73,327183,202474,475696,42.56373819,0.651676701,0.163970267,0.730478051,0.223116727,0.815646968,2901,236,18080,687,0,0,21904,13.24415632,1.07742878,82.54200146,3.13641344,0.0,0.0,6935,462,48910,680,0,0,2.390554981,1.957627119,2.705199115,0.989810771,,,202100,75900,37.55566551,5024,3097,660,19,271,229.3644996,141.3897005,30.13148283,0.867421476,12.37216947,1.977984576,1.84059925,1.271871721,1.500345264,1.647700203,7.498170055,0.354077148,973.4216478,117.0630428,13.66986238,9.99442454752823,8.522180732927277,0.244286973096683,0.5600599877774418,8.038512020976814,0.08394392430368569,0.19571371607126972,6.493753839851686,-0.10847259758747452,-0.3006803296221244,5.605802066295998,0.06950226206425825,0.16558598953079762,0.15516984093934622,
2013,Maramures,164,210,374,292,45,41,86,74,325686,201861,473346,42.64554892,0.790119701,0.181685279,0.896569088,0.227212714,0.97180498,2726,543,18721,682,5,0,22677,12.02099043,2.394496627,82.55501169,3.007452485,0.022048772,0.0,7508,1301,68536,745,5,0,2.754218635,2.395948435,3.660915549,1.092375367,1.0,,201100,71700,35.65390353,6351,4633,671,23,221,280.0635005,204.3039203,29.58945187,1.014243507,9.745557172,2.600212255,3.085115244,1.221063858,0.889917273,1.949077157,7.725189764,0.227019709,1016.516315,43.0946669,4.427132579,10.029106473960287,8.756525002926972,0.43738954669914953,1.00277301353007,8.441175704992322,0.44952361782966754,1.0480560497620504,6.51025834052315,-0.11530552561283791,-0.319620846366858,5.402677381872279,-0.17880045137283762,-0.4259839721727601,0.32630606118812555,-1.9017619799999963
2014,Maramures,123,150,273,227,65,52,117,104,324001,201293,471651,42.67837872,0.578817812,0.248064777,0.700615122,0.320986664,0.826882589,2734,525,18734,728,0,0,22721,12.03292109,2.310637736,82.45235685,3.204084327,0.0,0.0,8733,1339,72546,973,0,0,3.194220922,2.55047619,3.872424469,1.336538462,,,199400,69100,34.65396189,6511,4659,708,23,221,286.5630914,205.0525945,31.16060033,1.012279389,9.726684565,2.679981586,3.099924885,1.368337173,0.885531255,2.008443725,8.769466331,1.044276567,1001.483225,-15.03308974,-1.478883273,10.031044885951003,8.781401907682376,0.44932200488539564,1.0301297419762427,8.446770727119691,0.4283518102622299,0.9986943696959789,6.5638555265321274,-0.08515710748583238,-0.23605101857968322,5.402677381872279,-0.1462140685649871,-0.34834839194547745,0.3611061752867653,-0.999941640000003
2015,Maramures,139,191,330,288,75,65,140,128,321227,200548,469623,42.70404133,0.702691308,0.298111464,0.896562244,0.398472109,1.000802772,2975,600,18786,757,0,0,23118,12.86876027,2.595380223,81.26135479,3.274504715,0.0,0.0,9781,1417,51217,618,0,0,3.287731092,2.361666667,2.726338763,0.816380449,,,195700,59900,30.60807358,8842,5132,817,52,314,382.4725322,221.9915218,35.34042737,2.249329527,13.58248983,3.857075961,3.434996448,1.760137821,1.781625233,2.708458866,8.299616588,-0.469849743,967.1549373,-34.32828764,-3.427744648,10.048366813854212,9.087381464575735,0.7268447031808876,1.6663869973060685,8.543445562560303,0.5109998376776161,1.1913867259993067,6.706862336602747,0.035673553832193505,0.09888521307330461,5.752572638825633,0.13940252126049746,0.3321201891913409,0.8221947813925052,-4.045888309999999
2016,Maramures,204,262,466,403,89,80,169,137,317627,199846,466979,42.79550044,0.997903546,0.361900642,1.268783825,0.431323534,1.359804188,3011,631,19525,852,1,0,24020,12.53538718,2.626977519,81.28642798,3.54704413,0.004163197,0.0,9858,1849,68861,1266,1,0,3.27399535,2.930269414,3.52681178,1.485915493,1.0,,190000,51400,27.05263158,8842,5132,865,55,314,368.1099084,213.6552873,36.01165695,2.289758535,13.07243963,3.680803807,3.270096093,1.823056258,1.663088927,2.609261271,7.711151678,-0.58846491,1098.981797,131.8268599,13.63037656,10.086642095633975,9.087381464575735,0.6884126346407466,1.578276429787869,8.543445562560303,0.46520852604527896,1.084625124874724,6.763884908562435,0.03732815494941022,0.10347168025840736,5.752572638825633,0.13658331057208883,0.325403547492624,0.772944195603406,-3.5554419999999993
2017,Maramures,197,285,482,410,106,87,193,174,314034,198876,464464,42.81838851,1.037755348,0.415532743,1.305591114,0.554080131,1.453288091,3081,660,16786,850,14,0,21391,14.4032537,3.085409752,78.47225469,3.973633771,0.065448086,0.0,12275,2114,102779,2442,34,0,3.984096073,3.203030303,6.122900036,2.872941176,2.428571429,,192700,51900,26.93305656,9778,6092,1016,28,325,457.1081296,284.7926698,47.49661072,1.308961713,15.1933056,4.773076942,4.677275751,2.899610932,2.155980838,3.626486115,7.522557484,-0.188594194,1155.820171,56.83837382,5.171912217,9.970725551801806,9.187992508312275,0.7701591738077855,1.7656911132086563,8.714895850248494,0.6337044343127847,1.4774702369347203,6.92461239604856,0.23908650897585026,0.6627352153992518,5.786897381366708,0.21832747795510432,0.5201553216431324,1.1065129717964401,-0.1195750199999992
2018,Maramures,241,309,550,457,186,144,330,285,310703,197672,462135,42.77364839,1.190128426,0.714077055,1.470858022,0.917274696,1.904205481,3599,700,18810,853,13,0,23975,15.01147028,2.919708029,78.45672576,3.557872784,0.054223149,0.0,14841,2306,116240,2288,38,1,4.123645457,3.294285714,6.179691653,2.682297773,2.923076923,,194300,52300,26.91713845,10326,6067,1038,55,327,430.6986444,253.0552659,43.29509906,2.294056309,13.63920751,4.448953933,4.049473214,2.505777652,1.794806493,3.199752823,8.409020996,0.886463512,1029.855907,-125.9642642,-10.898258,10.084766899751639,9.242517103671403,0.8107742976926033,1.8588066219816366,8.710784340468424,0.6186342434827345,1.4423343641039243,6.946013991099227,0.23270982494228942,0.6450593829793558,5.793013608384144,0.17820959715553375,0.4245762887775001,1.092694164460604,-0.015918110000001207
2019,Maramures,210,238,448,376,177,146,323,273,307593,196498,459937,42.72280769,0.974046445,0.702270094,1.222394528,0.887536452,1.676316539,3103,742,18514,1020,11,0,23390,13.26635314,3.172295853,79.1534844,4.360837965,0.047028645,0.0,12356,2106,87946,3863,24,0,3.981952949,2.838274933,4.750243059,3.787254902,2.181818182,,196600,51900,26.39877925,10365,6082,1032,55,327,443.1380932,260.025652,44.12141941,2.351432236,13.98033348,4.601623004,4.187355509,2.583233692,1.874084596,3.3115742,8.604613148,0.195592152,962.3849468,-67.47095995,-6.551495167,10.060063859578225,9.246286498749653,0.7936975634135024,1.8196559645790165,8.713253274320705,0.6514381078468148,1.5188159707174733,6.940222469119639,0.3057185993620779,0.8474358618881821,5.793013608384144,0.20758670328356565,0.49456591275929285,1.1701184274859913,-0.518359199999999
2020,Maramures,198,195,393,331,91,80,171,141,304196,196462,457151,42.975297,0.859672187,0.374055837,1.088114242,0.463516943,1.233728024,3044,558,18516,1022,0,0,23140,13.15471046,2.411408816,80.01728608,4.416594641,0.0,0.0,10523,1402,77006,2508,0,0,3.45696452,2.512544803,4.158889609,2.454011742,,,195200,50000,25.6147541,10838,6253,1060,56,322,468.366465,270.2247191,45.80812446,2.420051858,13.91529818,4.911250235,4.389104846,2.74133883,1.858970311,3.475166055,8.143938654,-0.460674494,1123.596659,161.2117122,16.75127118,10.049318000747668,9.29090601981575,0.796777890093562,1.826718018281331,8.740976538017787,0.7145907419949058,1.6660551760719644,6.966967138613983,0.34454487802653233,0.9550602622111583,5.777652323222656,0.2082710031245636,0.49619622611805303,1.2360074206706266,-0.7840251500000015
2021,Maramures,302,360,662,554,153,130,283,245,299897,197563,453425,43.57126316,1.459998897,0.624138501,1.847300907,0.816947152,2.084137399,2997,526,17511,740,0,20,21794,13.75149124,2.413508305,80.34780215,3.395429935,0.0,0.091768377,13593,1376,82909,2009,0,50,4.535535536,2.615969582,4.734681058,2.714864865,,2.5,172000,24400,14.18604651,11083,5997,1069,47,319,508.534459,275.1674773,49.0501973,2.156556851,14.63705607,5.404231107,4.486878317,3.045238065,2.026707749,3.74076381,7.031726074,-1.11221258,1166.374369,42.77771034,3.807212312,9.989389981536831,9.31325790598287,0.8053463735546948,1.8463623926074793,8.699181359308954,0.6807953258993429,1.5872617848277217,6.975413927455952,0.41691574583161817,1.1556684975686837,5.768320995793772,0.2140188337350244,0.5098901720562243,1.274795711765027,-11.428707589999998
2022,Maramures,432,465,897,759,179,147,326,290,297162,198620,451722,43.96952108,1.985734589,0.721682805,2.554162376,0.975898668,2.707417394,2770,501,17959,758,0,8,21996,12.59319876,2.277686852,81.64666303,3.446081106,0.0,0.036370249,13856,1312,65611,1848,0,22,5.002166065,2.618762475,3.653377137,2.437994723,,2.75,175300,24700,14.0901312,11420,6134,1107,47,335,519.1853064,278.8688853,50.32733224,2.136752137,15.23004183,5.534948714,4.560096446,3.164951702,2.164518383,3.856128811,7.630868808,0.599142733,819.1049741,-347.2693952,-29.77340761,9.998615897627705,9.343209045050607,0.8110368443099976,1.8594085446034812,8.721765357145012,0.6874554607097068,1.6027897666808968,7.010311867307229,0.42887793835612076,1.1888270654583286,5.817111159963204,0.24158670986692776,0.5755693875664084,1.3066486910772785,-0.09591531000000053
2012,Mehedinti,33,46,79,65,12,12,24,22,176434,141244,263061,53.69248957,0.300310574,0.091233592,0.368409717,0.12469252,0.391544167,21482,2777,56154,7500,546,0,88459,24.28469687,3.139307476,63.48025639,8.478504166,0.617235103,0.0,53814,6782,90916,8399,872,0,2.505074015,2.442203817,1.619047619,1.119866667,1.597069597,,108500,50500,46.5437788,3512,2798,1782,26,550,39.70200884,31.63047287,20.1449259,0.293921478,6.217569722,-0.349738838,-0.330565149,0.33577091,0.070008566,-0.068631128,11.49729411,0.873602505,714.0824456,238.9209252,50.28204409,11.390294446813995,8.164225652265827,-0.1544913780660977,-0.354191786056316,7.937017489515454,-0.1431318343399406,-0.333709240056783,7.48605261786314,0.26351831447880514,0.7304588939621006,6.311734809152915,0.1497075750828305,0.3566715128987842,0.09980734518694645,
2013,Mehedinti,43,68,111,88,14,18,32,30,174385,140331,260398,53.8909669,0.426270555,0.122888809,0.504630559,0.172033145,0.549159364,41903,4425,56577,7898,1477,0,112280,37.32009263,3.941040257,50.38920556,7.034200214,1.315461347,0.0,121479,11884,174758,12608,2252,0,2.899052574,2.685649718,3.08885236,1.596353507,1.524712255,,105300,47800,45.39411206,3516,2798,1782,26,550,31.31457072,24.91984325,15.87103669,0.231563947,4.898468115,-0.452677675,-0.463309161,-0.064846758,-0.236552301,-0.304346474,11.31040025,-0.186893858,832.0980395,118.015594,16.52688631,11.628751030475819,8.165363632473982,-0.2005546381622807,-0.4597978630379384,7.937017489515454,-0.19854867342563853,-0.4629125814582203,7.48605261786314,0.14962586856684634,0.4147550301299628,6.311734809152915,0.013183359293870822,0.03140875604879307,-0.11913666457935072,-1.1496667400000007
2014,Mehedinti,32,60,92,68,18,24,42,38,171821,138377,257571,53.7238276,0.357183068,0.163061835,0.395760704,0.221160394,0.520244903,42760,4407,54983,8652,2165,0,112967,37.85176202,3.901139271,48.67173599,7.65887383,1.916488886,0.0,132742,12831,203701,16552,5374,0,3.10434986,2.911504425,3.704799665,1.91308368,2.48221709,,103200,46000,44.57364341,3519,2798,1782,26,550,31.15069002,24.76829517,15.77451822,0.230155709,4.868678464,-0.454688979,-0.466306957,-0.073894022,-0.243475453,-0.309591353,11.02753668,-0.282863573,1215.40518,383.3071403,46.06514161,11.634851019645607,8.166216268592143,-0.21276815708408847,-0.48779896015480995,7.937017489515454,-0.22568990475302453,-0.5261918632632459,7.48605261786314,0.12432774562661475,0.3446299652410635,6.311734809152915,0.043904229424882146,0.10459983686840062,-0.1411902553271479,-0.8204686499999951
2015,Mehedinti,42,61,103,87,25,29,54,51,168924,136914,254406,53.81712695,0.404864665,0.212259145,0.515024508,0.301910919,0.61712381,41740,4224,56113,9275,2627,0,113979,36.62078102,3.705945832,49.23099869,8.137463919,2.304810535,0.0,128366,12580,157557,13146,5906,0,3.075371346,2.978219697,2.807852013,1.417358491,2.248191854,,99300,39700,39.97985901,3556,2873,1782,26,580,31.19872959,25.20639767,15.63445898,0.228112196,5.088656682,-0.45409939,-0.457640783,-0.087022628,-0.19235224,-0.29777876,11.86261337,0.835076694,757.3174655,-458.0877143,-37.69012358,11.643769499881474,8.176672771948455,-0.23052274714549092,-0.5285036910159455,7.96346006663897,-0.2125181086989505,-0.4954820629476258,7.48605261786314,0.10588598837553498,0.29351038506696786,6.364750756851911,0.03640852847914822,0.0867416690697934,-0.16093342495670251,-4.593784400000004
2016,Mehedinti,63,105,168,150,37,40,77,69,166160,136437,251074,54.34134956,0.669125437,0.306682492,0.902744343,0.415262398,0.975807929,43985,4896,57203,22183,5893,155,134315,32.74764546,3.645162491,42.58869076,16.5156535,4.387447418,0.115400365,161045,15960,201282,53393,20246,279,3.661361828,3.259803922,3.518731535,2.406933237,3.435601561,1.8,94100,33900,36.02550478,3562,2875,1782,26,584,26.51974835,21.40490638,13.26731936,0.193574805,4.347987939,-0.51152442,-0.532838675,-0.308909043,-0.364484584,-0.429439181,11.24730042,-0.615312949,885.8616129,128.5441474,16.97361453,11.807943066520156,8.178358165605836,-0.2709514125497723,-0.6211917192196328,7.964155718840937,-0.2689403689255805,-0.6270295252528768,7.48605261786314,-0.005429672467956337,-0.015050766218553918,6.371611847231857,-0.015986090851276558,-0.03808613696473087,-0.3253395369139486,-3.95435423
